property_id,owner_id,title,locality,city,property_type,listing_type,bhk,area_sqft,price,near_metro,metro_distance_km,occupancy_type,gender_preference,food_included,food_type,description_text,created_at
PROP1074,OWN1276,3 BHK Independent House in Ghaziabad Raj Nagar Extension,Ghaziabad Raj Nagar Extension,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1596,44177,True,0.84,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Ghaziabad Raj Nagar Extension. Covered area is 1596 sq.ft. Listed price is ₹44,177. Proximity to metro: 0.84 km.",2025-11-12 23:24:02
PROP1075,OWN1231,4 BHK Independent House in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,2144,15761,True,2.16,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Gurgaon Golf Course Road. Covered area is 2144 sq.ft. Listed price is ₹15,761. Proximity to metro: 2.16 km.",2026-03-17 10:25:40
PROP1076,OWN1094,3 BHK Builder Floor in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,SALE,3,1929,44507285,False,7.35,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Faridabad Sector 15. Covered area is 1929 sq.ft. Listed price is ₹44,507,285. Proximity to metro: 7.35 km.",2025-12-12 13:01:27
PROP1077,OWN1285,1 BHK Apartment in South Delhi,South Delhi,Delhi NCR,APARTMENT,RENT,1,511,65271,True,1.48,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in South Delhi. Covered area is 511 sq.ft. Listed price is ₹65,271. Proximity to metro: 1.48 km.",2026-06-20 01:42:52
PROP1078,OWN1124,4 BHK Builder Floor in Ghaziabad Raj Nagar Extension,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,RENT,4,1816,24196,True,0.71,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Ghaziabad Raj Nagar Extension. Covered area is 1816 sq.ft. Listed price is ₹24,196. Proximity to metro: 0.71 km.",2026-01-04 15:11:42
PROP1079,OWN1125,4 BHK Builder Floor in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,BUILDER_FLOOR,RENT,4,2364,81588,True,1.18,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Sohna Road Gurgaon. Covered area is 2364 sq.ft. Listed price is ₹81,588. Proximity to metro: 1.18 km.",2025-10-25 18:53:09
PROP1080,OWN1282,3 BHK Builder Floor in Noida Sector 62,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,SALE,3,1968,21371415,True,0.48,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Noida Sector 62. Covered area is 1968 sq.ft. Listed price is ₹21,371,415. Proximity to metro: 0.48 km.",2025-10-19 02:53:15
PROP1081,OWN1099,2 BHK Independent House in DLF Phase 5,DLF Phase 5,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1196,19021327,False,5.21,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in DLF Phase 5. Covered area is 1196 sq.ft. Listed price is ₹19,021,327. Proximity to metro: 5.21 km.",2026-02-11 01:49:42
PROP1082,OWN1269,1 BHK Pg in Gurgaon Sector 45,Gurgaon Sector 45,Delhi NCR,PG,PG,1,333,13360,True,0.9,DOUBLE_SHARING,MALE,False,NONE,"Well-maintained double sharing PG for males located at Gurgaon Sector 45. Monthly rent is ₹13,360. Food is not included. Nearest metro station is 0.9 km away.",2025-10-25 00:08:23
PROP1083,OWN1274,5 BHK Apartment in Hauz Khas,Hauz Khas,Delhi NCR,APARTMENT,SALE,5,3245,12974473,False,7.29,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Hauz Khas. Covered area is 3245 sq.ft. Listed price is ₹12,974,473. Proximity to metro: 7.29 km.",2026-02-19 13:21:01
PROP1084,OWN1252,1 BHK Pg in Vasant Kunj,Vasant Kunj,Delhi NCR,PG,PG,1,266,16317,True,0.62,DOUBLE_SHARING,FEMALE,False,NONE,"Well-maintained double sharing PG for females located at Vasant Kunj. Monthly rent is ₹16,317. Food is not included. Nearest metro station is 0.62 km away.",2026-06-13 23:06:35
PROP1085,OWN1027,1 BHK Pg in Cyber City Gurgaon,Cyber City Gurgaon,Delhi NCR,PG,PG,1,242,10738,True,1.53,SINGLE,FEMALE,False,NONE,"Well-maintained single PG for females located at Cyber City Gurgaon. Monthly rent is ₹10,738. Food is not included. Nearest metro station is 1.53 km away.",2025-12-13 22:03:32
PROP1086,OWN1028,3 BHK Independent House in Rohini Sector 10,Rohini Sector 10,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,1629,21155813,True,1.48,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Rohini Sector 10. Covered area is 1629 sq.ft. Listed price is ₹21,155,813. Proximity to metro: 1.48 km.",2025-10-09 03:31:23
PROP1087,OWN1214,4 BHK Builder Floor in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,BUILDER_FLOOR,RENT,4,2252,50974,False,7.95,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Gurgaon Sector 56. Covered area is 2252 sq.ft. Listed price is ₹50,974. Proximity to metro: 7.95 km.",2026-07-20 09:11:06
PROP1088,OWN1157,1 BHK Independent House in West Delhi,West Delhi,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,645,39235,False,3.74,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in West Delhi. Covered area is 645 sq.ft. Listed price is ₹39,235. Proximity to metro: 3.74 km.",2026-01-23 03:23:42
PROP1089,OWN1042,1 BHK Independent House in Janakpuri,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,580,4679564,True,1.24,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Janakpuri. Covered area is 580 sq.ft. Listed price is ₹4,679,564. Proximity to metro: 1.24 km.",2025-08-23 05:54:00
PROP1090,OWN1241,3 BHK Builder Floor in Gurgaon Sector 45,Gurgaon Sector 45,Delhi NCR,BUILDER_FLOOR,SALE,3,2196,9276792,False,3.86,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Gurgaon Sector 45. Covered area is 2196 sq.ft. Listed price is ₹9,276,792. Proximity to metro: 3.86 km.",2025-08-07 06:01:15
PROP1091,OWN1136,2 BHK Independent House in Pitampura,Pitampura,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,1230,31528,True,2.1,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in Pitampura. Covered area is 1230 sq.ft. Listed price is ₹31,528. Proximity to metro: 2.1 km.",2025-08-30 02:10:04
PROP1092,OWN1037,5 BHK Builder Floor in West Delhi,West Delhi,Delhi NCR,BUILDER_FLOOR,SALE,5,3955,23868328,True,0.49,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Builder Floor Available for Sale in West Delhi. Covered area is 3955 sq.ft. Listed price is ₹23,868,328. Proximity to metro: 0.49 km.",2026-03-07 05:03:05
PROP1093,OWN1156,1 BHK Pg in Noida Sector 76,Noida Sector 76,Delhi NCR,PG,PG,1,248,24694,True,1.89,DOUBLE_SHARING,FEMALE,True,VEG,"Well-maintained double sharing PG for females located at Noida Sector 76. Monthly rent is ₹24,694. Food is included (veg). Nearest metro station is 1.89 km away.",2026-05-06 08:11:15
PROP1094,OWN1129,5 BHK Independent House in North Delhi,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,4000,5892203,False,7.04,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in North Delhi. Covered area is 4000 sq.ft. Listed price is ₹5,892,203. Proximity to metro: 7.04 km.",2025-12-22 05:33:46
PROP1095,OWN1296,4 BHK Apartment in East Delhi,East Delhi,Delhi NCR,APARTMENT,RENT,4,2328,69963,True,0.62,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in East Delhi. Covered area is 2328 sq.ft. Listed price is ₹69,963. Proximity to metro: 0.62 km.",2025-08-13 05:52:43
PROP1096,OWN1224,1 BHK Pg in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,PG,PG,1,240,18401,False,3.16,DOUBLE_SHARING,FEMALE,False,NONE,"Well-maintained double sharing PG for females located at Faridabad Sector 15. Monthly rent is ₹18,401. Food is not included. Nearest metro station is 3.16 km away.",2025-12-07 10:11:35
PROP1097,OWN1083,3 BHK Builder Floor in Noida Sector 62,Noida Sector 62,Delhi NCR,BUILDER_FLOOR,RENT,3,1857,64488,False,2.8,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Noida Sector 62. Covered area is 1857 sq.ft. Listed price is ₹64,488. Proximity to metro: 2.8 km.",2026-07-19 20:46:15
PROP1098,OWN1046,4 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,SALE,4,3052,4577246,False,7.29,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in DLF Phase 5. Covered area is 3052 sq.ft. Listed price is ₹4,577,246. Proximity to metro: 7.29 km.",2026-01-30 07:05:57
PROP1099,OWN1237,3 BHK Independent House in Greater Noida,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2265,34164866,True,0.67,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Greater Noida. Covered area is 2265 sq.ft. Listed price is ₹34,164,866. Proximity to metro: 0.67 km.",2026-07-10 17:14:59
PROP1100,OWN1282,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,232,22883,True,1.47,SINGLE,MALE,True,VEG,"Well-maintained single PG for males located at Hauz Khas. Monthly rent is ₹22,883. Food is included (veg). Nearest metro station is 1.47 km away.",2026-05-31 10:23:53
PROP1101,OWN1283,4 BHK Apartment in Greater Noida,Greater Noida,Delhi NCR,APARTMENT,SALE,4,2240,14832827,True,2.35,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in Greater Noida. Covered area is 2240 sq.ft. Listed price is ₹14,832,827. Proximity to metro: 2.35 km.",2025-07-25 05:38:59
PROP1102,OWN1150,4 BHK Builder Floor in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,BUILDER_FLOOR,RENT,4,2280,43946,True,1.47,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Faridabad Sector 81. Covered area is 2280 sq.ft. Listed price is ₹43,946. Proximity to metro: 1.47 km.",2026-04-10 06:41:04
PROP1103,OWN1197,1 BHK Pg in Pitampura,Pitampura,Delhi NCR,PG,PG,1,250,11473,True,2.35,SINGLE,FEMALE,False,NONE,"Well-maintained single PG for females located at Pitampura. Monthly rent is ₹11,473. Food is not included. Nearest metro station is 2.35 km away.",2026-03-27 00:43:10
PROP1104,OWN1260,1 BHK Pg in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,PG,PG,1,192,16783,True,1.23,TRIPLE_SHARING,UNISEX,False,NONE,"Well-maintained triple sharing PG for unisexs located at Golf Course Extension Road. Monthly rent is ₹16,783. Food is not included. Nearest metro station is 1.23 km away.",2026-02-02 03:57:46
PROP1105,OWN1248,4 BHK Independent House in Noida Sector 150,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,2932,26094112,True,2.46,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in Noida Sector 150. Covered area is 2932 sq.ft. Listed price is ₹26,094,112. Proximity to metro: 2.46 km.",2025-10-26 11:56:08
PROP1106,OWN1123,1 BHK Builder Floor in Noida Sector 18,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,SALE,1,662,36240898,False,7.53,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Sale in Noida Sector 18. Covered area is 662 sq.ft. Listed price is ₹36,240,898. Proximity to metro: 7.53 km.",2026-03-12 03:31:38
PROP1107,OWN1196,1 BHK Pg in Noida Sector 18,Noida Sector 18,Delhi NCR,PG,PG,1,322,11984,True,2.21,DOUBLE_SHARING,MALE,True,BOTH,"Well-maintained double sharing PG for males located at Noida Sector 18. Monthly rent is ₹11,984. Food is included (both). Nearest metro station is 2.21 km away.",2025-08-30 18:50:58
PROP1108,OWN1226,1 BHK Builder Floor in Vasant Kunj,Vasant Kunj,Delhi NCR,BUILDER_FLOOR,RENT,1,634,30894,True,2.2,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Vasant Kunj. Covered area is 634 sq.ft. Listed price is ₹30,894. Proximity to metro: 2.2 km.",2025-12-26 20:03:28
PROP1109,OWN1080,3 BHK Builder Floor in Central Delhi,Central Delhi,Delhi NCR,BUILDER_FLOOR,RENT,3,1827,64098,False,3.03,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Central Delhi. Covered area is 1827 sq.ft. Listed price is ₹64,098. Proximity to metro: 3.03 km.",2026-01-02 18:14:35
PROP1110,OWN1169,1 BHK Pg in Noida Sector 18,Noida Sector 18,Delhi NCR,PG,PG,1,280,22989,False,6.3,TRIPLE_SHARING,MALE,True,VEG,"Well-maintained triple sharing PG for males located at Noida Sector 18. Monthly rent is ₹22,989. Food is included (veg). Nearest metro station is 6.3 km away.",2026-07-04 09:55:53
PROP1111,OWN1148,1 BHK Builder Floor in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,BUILDER_FLOOR,RENT,1,644,25173,True,0.58,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Gurgaon Sector 56. Covered area is 644 sq.ft. Listed price is ₹25,173. Proximity to metro: 0.58 km.",2026-06-05 22:31:36
PROP1112,OWN1154,3 BHK Apartment in North Delhi,North Delhi,Delhi NCR,APARTMENT,SALE,3,2049,29655159,True,0.53,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in North Delhi. Covered area is 2049 sq.ft. Listed price is ₹29,655,159. Proximity to metro: 0.53 km.",2025-10-25 05:48:54
PROP1113,OWN1272,2 BHK Apartment in Greater Noida,Greater Noida,Delhi NCR,APARTMENT,RENT,2,988,22350,False,7.3,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in Greater Noida. Covered area is 988 sq.ft. Listed price is ₹22,350. Proximity to metro: 7.3 km.",2026-01-19 21:01:39
PROP1114,OWN1124,1 BHK Pg in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,PG,PG,1,156,14608,True,0.79,DOUBLE_SHARING,UNISEX,False,NONE,"Well-maintained double sharing PG for unisexs located at Faridabad Sector 15. Monthly rent is ₹14,608. Food is not included. Nearest metro station is 0.79 km away.",2025-09-24 07:01:46
PROP1115,OWN1005,1 BHK Pg in Ghaziabad Vasundhara,Ghaziabad Vasundhara,Delhi NCR,PG,PG,1,293,24910,True,2.47,SINGLE,MALE,False,NONE,"Well-maintained single PG for males located at Ghaziabad Vasundhara. Monthly rent is ₹24,910. Food is not included. Nearest metro station is 2.47 km away.",2026-06-19 08:53:11
PROP1116,OWN1154,3 BHK Builder Floor in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,RENT,3,1500,62422,True,0.45,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Greater Noida Pari Chowk. Covered area is 1500 sq.ft. Listed price is ₹62,422. Proximity to metro: 0.45 km.",2026-06-03 23:46:00
PROP1117,OWN1196,3 BHK Independent House in Noida Sector 150,Noida Sector 150,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1365,63879,True,0.22,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Noida Sector 150. Covered area is 1365 sq.ft. Listed price is ₹63,879. Proximity to metro: 0.22 km.",2025-11-07 01:06:19
PROP1118,OWN1026,1 BHK Pg in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,PG,PG,1,193,14540,False,3.95,TRIPLE_SHARING,FEMALE,True,VEG,"Well-maintained triple sharing PG for females located at Faridabad Sector 15. Monthly rent is ₹14,540. Food is included (veg). Nearest metro station is 3.95 km away.",2026-03-11 09:53:16
PROP1119,OWN1071,1 BHK Pg in Vasant Kunj,Vasant Kunj,Delhi NCR,PG,PG,1,285,8291,False,3.31,DOUBLE_SHARING,FEMALE,True,BOTH,"Well-maintained double sharing PG for females located at Vasant Kunj. Monthly rent is ₹8,291. Food is included (both). Nearest metro station is 3.31 km away.",2026-02-28 11:05:48
PROP1120,OWN1152,2 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,RENT,2,966,82701,True,1.42,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in DLF Phase 5. Covered area is 966 sq.ft. Listed price is ₹82,701. Proximity to metro: 1.42 km.",2025-09-14 20:45:44
PROP1121,OWN1140,3 BHK Builder Floor in Janakpuri,Janakpuri,Delhi NCR,BUILDER_FLOOR,SALE,3,2019,12228908,True,2.41,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in Janakpuri. Covered area is 2019 sq.ft. Listed price is ₹12,228,908. Proximity to metro: 2.41 km.",2026-04-25 12:59:48
PROP1122,OWN1073,1 BHK Pg in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,PG,PG,1,305,20022,True,0.81,TRIPLE_SHARING,FEMALE,True,BOTH,"Well-maintained triple sharing PG for females located at Gurgaon Sector 56. Monthly rent is ₹20,022. Food is included (both). Nearest metro station is 0.81 km away.",2026-02-03 01:04:37
PROP1123,OWN1064,3 BHK Independent House in Ghaziabad Vasundhara,Ghaziabad Vasundhara,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2397,30070188,False,7.68,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Ghaziabad Vasundhara. Covered area is 2397 sq.ft. Listed price is ₹30,070,188. Proximity to metro: 7.68 km.",2026-05-01 10:15:46
PROP1124,OWN1056,3 BHK Independent House in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1818,41015,False,2.94,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Gurgaon Sector 56. Covered area is 1818 sq.ft. Listed price is ₹41,015. Proximity to metro: 2.94 km.",2026-01-30 17:57:46
PROP1125,OWN1238,2 BHK Apartment in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,APARTMENT,RENT,2,922,16877,True,2.49,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in Sohna Road Gurgaon. Covered area is 922 sq.ft. Listed price is ₹16,877. Proximity to metro: 2.49 km.",2025-07-21 06:01:23
PROP1126,OWN1060,2 BHK Independent House in Vasant Kunj,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1396,34943517,True,1.74,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Vasant Kunj. Covered area is 1396 sq.ft. Listed price is ₹34,943,517. Proximity to metro: 1.74 km.",2025-11-16 10:29:03
PROP1127,OWN1277,2 BHK Independent House in Greater Noida,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,1112,24978,True,1.62,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in Greater Noida. Covered area is 1112 sq.ft. Listed price is ₹24,978. Proximity to metro: 1.62 km.",2025-07-28 03:44:18
PROP1128,OWN1144,4 BHK Apartment in East Delhi,East Delhi,Delhi NCR,APARTMENT,RENT,4,2252,42947,True,0.43,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in East Delhi. Covered area is 2252 sq.ft. Listed price is ₹42,947. Proximity to metro: 0.43 km.",2026-06-25 09:15:55
PROP1129,OWN1189,2 BHK Builder Floor in Noida Sector 150,Noida Sector 150,Delhi NCR,BUILDER_FLOOR,SALE,2,1124,35015566,True,1.72,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Sale in Noida Sector 150. Covered area is 1124 sq.ft. Listed price is ₹35,015,566. Proximity to metro: 1.72 km.",2026-06-06 23:40:30
PROP1130,OWN1011,2 BHK Apartment in West Delhi,West Delhi,Delhi NCR,APARTMENT,RENT,2,1188,38896,True,2.11,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in West Delhi. Covered area is 1188 sq.ft. Listed price is ₹38,896. Proximity to metro: 2.11 km.",2026-05-20 19:11:25
PROP1131,OWN1284,3 BHK Apartment in Preet Vihar,Preet Vihar,Delhi NCR,APARTMENT,RENT,3,1944,31340,False,2.62,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Preet Vihar. Covered area is 1944 sq.ft. Listed price is ₹31,340. Proximity to metro: 2.62 km.",2025-11-10 08:36:18
PROP1132,OWN1075,1 BHK Apartment in Hauz Khas,Hauz Khas,Delhi NCR,APARTMENT,RENT,1,619,15379,True,0.23,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Hauz Khas. Covered area is 619 sq.ft. Listed price is ₹15,379. Proximity to metro: 0.23 km.",2025-08-11 04:46:05
PROP1133,OWN1122,1 BHK Builder Floor in DLF Phase 5,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,SALE,1,564,32750184,False,3.21,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Sale in DLF Phase 5. Covered area is 564 sq.ft. Listed price is ₹32,750,184. Proximity to metro: 3.21 km.",2026-06-06 17:25:53
PROP1134,OWN1033,1 BHK Builder Floor in Ghaziabad Raj Nagar Extension,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,RENT,1,565,78039,True,2.37,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Ghaziabad Raj Nagar Extension. Covered area is 565 sq.ft. Listed price is ₹78,039. Proximity to metro: 2.37 km.",2026-07-01 21:44:29
PROP1135,OWN1023,1 BHK Independent House in Faridabad Neharpar,Faridabad Neharpar,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,531,36643931,True,1.18,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Faridabad Neharpar. Covered area is 531 sq.ft. Listed price is ₹36,643,931. Proximity to metro: 1.18 km.",2025-08-21 07:49:39
PROP1136,OWN1056,1 BHK Builder Floor in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,RENT,1,470,54219,False,3.4,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Faridabad Sector 15. Covered area is 470 sq.ft. Listed price is ₹54,219. Proximity to metro: 3.4 km.",2026-01-14 13:05:08
PROP1137,OWN1065,3 BHK Independent House in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1641,81541,True,1.24,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Golf Course Extension Road. Covered area is 1641 sq.ft. Listed price is ₹81,541. Proximity to metro: 1.24 km.",2025-08-15 07:42:37
PROP1138,OWN1221,2 BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi NCR,APARTMENT,RENT,2,1120,71186,True,1.15,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in Vasant Kunj. Covered area is 1120 sq.ft. Listed price is ₹71,186. Proximity to metro: 1.15 km.",2026-04-24 20:15:57
PROP1139,OWN1233,3 BHK Apartment in Noida Sector 76,Noida Sector 76,Delhi NCR,APARTMENT,RENT,3,1677,52963,False,3.98,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Noida Sector 76. Covered area is 1677 sq.ft. Listed price is ₹52,963. Proximity to metro: 3.98 km.",2026-04-26 18:07:50
