amenity_id,property_id,amenity_name
AMN00709,PROP1124,Solar Water Heater
AMN00710,PROP1124,Covered Parking
AMN00711,PROP1124,Pet Friendly
AMN00712,PROP1125,Elevator / Lift
AMN00713,PROP1125,Fire Safety System
AMN00714,PROP1125,Swimming Pool
AMN00715,PROP1125,EV Charging Point
AMN00716,PROP1125,Gym / Fitness Center
AMN00717,PROP1125,Park / Garden
AMN00718,PROP1125,24x7 Power Backup
AMN00719,PROP1126,Terrace Access
AMN00720,PROP1126,Covered Parking
AMN00721,PROP1126,24x7 Power Backup
AMN00722,PROP1126,CCTV Security
AMN00723,PROP1127,Private Garden
AMN00724,PROP1127,Covered Parking
AMN00725,PROP1127,Solar Water Heater
AMN00726,PROP1127,CCTV Security
AMN00727,PROP1127,24x7 Power Backup
AMN00728,PROP1128,Intercom
AMN00729,PROP1128,Elevator / Lift
AMN00730,PROP1128,Children's Play Area
AMN00731,PROP1128,Park / Garden
AMN00732,PROP1128,Gated Security
AMN00733,PROP1128,Swimming Pool
AMN00734,PROP1128,Gym / Fitness Center
AMN00735,PROP1129,Park / Garden
AMN00736,PROP1129,Gated Security
AMN00737,PROP1129,Swimming Pool
AMN00738,PROP1129,EV Charging Point
AMN00739,PROP1129,Covered Parking
AMN00740,PROP1130,Fire Safety System
AMN00741,PROP1130,Gated Security
AMN00742,PROP1130,EV Charging Point
AMN00743,PROP1130,Gym / Fitness Center
AMN00744,PROP1130,Elevator / Lift
AMN00745,PROP1130,Covered Parking
AMN00746,PROP1130,24x7 Power Backup
AMN00747,PROP1131,Children's Play Area
AMN00748,PROP1131,24x7 Power Backup
AMN00749,PROP1131,Elevator / Lift
AMN00750,PROP1131,EV Charging Point
AMN00751,PROP1131,Park / Garden
AMN00752,PROP1131,Covered Parking
AMN00753,PROP1131,Fire Safety System
AMN00754,PROP1131,Intercom
AMN00755,PROP1132,24x7 Power Backup
AMN00756,PROP1132,Elevator / Lift
AMN00757,PROP1132,Club House
AMN00758,PROP1132,Children's Play Area
AMN00759,PROP1132,Gated Security
AMN00760,PROP1133,EV Charging Point
AMN00761,PROP1133,Intercom
AMN00762,PROP1133,Gated Security
AMN00763,PROP1133,Children's Play Area
AMN00764,PROP1133,Elevator / Lift
AMN00765,PROP1133,Park / Garden
AMN00766,PROP1134,24x7 Power Backup
AMN00767,PROP1134,Swimming Pool
AMN00768,PROP1134,Club House
AMN00769,PROP1134,EV Charging Point
AMN00770,PROP1134,Fire Safety System
AMN00771,PROP1134,Intercom
AMN00772,PROP1134,Covered Parking
AMN00773,PROP1134,Children's Play Area
AMN00774,PROP1135,Covered Parking
AMN00775,PROP1135,Fire Safety System
AMN00776,PROP1135,Children's Play Area
AMN00777,PROP1135,EV Charging Point
AMN00778,PROP1135,Club House
AMN00779,PROP1135,Gym / Fitness Center
AMN00780,PROP1136,Swimming Pool
AMN00781,PROP1136,Intercom
AMN00782,PROP1136,Gated Security
AMN00783,PROP1136,Gym / Fitness Center
AMN00784,PROP1136,EV Charging Point
AMN00785,PROP1137,Air Conditioner
AMN00786,PROP1137,Refrigerator
AMN00787,PROP1137,RO Drinking Water
AMN00788,PROP1137,Geyser
AMN00789,PROP1137,Power Backup
AMN00790,PROP1137,Daily Housekeeping
AMN00791,PROP1137,Microwave
AMN00792,PROP1137,Attached Bathroom
AMN00793,PROP1138,Elevator / Lift
AMN00794,PROP1138,Club House
AMN00795,PROP1138,Intercom
AMN00796,PROP1138,Gym / Fitness Center
AMN00797,PROP1139,Refrigerator
AMN00798,PROP1139,Washing Machine
AMN00799,PROP1139,Air Conditioner
AMN00800,PROP1139,Microwave
AMN00801,PROP1139,Geyser
AMN00802,PROP1139,Study Table
AMN00803,PROP1140,Elevator / Lift
AMN00804,PROP1140,24x7 Power Backup
AMN00805,PROP1140,Swimming Pool
AMN00806,PROP1140,Gated Security
AMN00807,PROP1140,Children's Play Area
AMN00808,PROP1140,Club House
AMN00809,PROP1140,Gym / Fitness Center
AMN00810,PROP1141,Private Garden
AMN00811,PROP1141,CCTV Security
AMN00812,PROP1141,Solar Water Heater
AMN00813,PROP1141,24x7 Power Backup
AMN00814,PROP1141,Covered Parking
AMN00815,PROP1142,Refrigerator
AMN00816,PROP1142,Geyser
AMN00817,PROP1142,Washing Machine
AMN00818,PROP1142,RO Drinking Water
AMN00819,PROP1143,Swimming Pool
AMN00820,PROP1143,EV Charging Point
AMN00821,PROP1143,Fire Safety System
AMN00822,PROP1143,Club House
AMN00823,PROP1143,Gym / Fitness Center
AMN00824,PROP1143,Children's Play Area
AMN00825,PROP1144,Washing Machine
AMN00826,PROP1144,Geyser
AMN00827,PROP1144,High-Speed WiFi
AMN00828,PROP1144,CCTV / 24x7 Security
AMN00829,PROP1145,Club House
AMN00830,PROP1145,Children's Play Area
AMN00831,PROP1145,Gated Security
AMN00832,PROP1145,Gym / Fitness Center
AMN00833,PROP1146,Children's Play Area
AMN00834,PROP1146,Intercom
AMN00835,PROP1146,EV Charging Point
AMN00836,PROP1146,Club House
AMN00837,PROP1146,Gym / Fitness Center
AMN00838,PROP1146,Elevator / Lift
AMN00839,PROP1146,Swimming Pool
AMN00840,PROP1146,Gated Security
AMN00841,PROP1147,24x7 Power Backup
AMN00842,PROP1147,Elevator / Lift
AMN00843,PROP1147,Fire Safety System
AMN00844,PROP1147,Gym / Fitness Center
AMN00845,PROP1147,Swimming Pool
AMN00846,PROP1147,Gated Security
AMN00847,PROP1148,Intercom
AMN00848,PROP1148,Children's Play Area
AMN00849,PROP1148,24x7 Power Backup
AMN00850,PROP1148,Gated Security
AMN00851,PROP1148,Covered Parking
AMN00852,PROP1148,Gym / Fitness Center
AMN00853,PROP1148,Club House
AMN00854,PROP1149,Microwave
AMN00855,PROP1149,Study Table
AMN00856,PROP1149,Washing Machine
AMN00857,PROP1149,Air Conditioner
AMN00858,PROP1149,CCTV / 24x7 Security
AMN00859,PROP1149,High-Speed WiFi
AMN00860,PROP1150,Covered Parking
AMN00861,PROP1150,Park / Garden
AMN00862,PROP1150,Intercom
AMN00863,PROP1150,Children's Play Area
AMN00864,PROP1150,Swimming Pool
AMN00865,PROP1150,EV Charging Point
AMN00866,PROP1150,Fire Safety System
AMN00867,PROP1151,Fire Safety System
AMN00868,PROP1151,Club House
AMN00869,PROP1151,Gated Security
AMN00870,PROP1151,24x7 Power Backup
AMN00871,PROP1151,Gym / Fitness Center
AMN00872,PROP1151,Covered Parking
AMN00873,PROP1151,Park / Garden
AMN00874,PROP1152,24x7 Power Backup
AMN00875,PROP1152,Fire Safety System
AMN00876,PROP1152,Swimming Pool
AMN00877,PROP1152,Intercom
AMN00878,PROP1152,Gym / Fitness Center
AMN00879,PROP1152,Park / Garden
AMN00880,PROP1152,Gated Security
AMN00881,PROP1153,Gated Security
AMN00882,PROP1153,Park / Garden
AMN00883,PROP1153,Gym / Fitness Center
AMN00884,PROP1153,Fire Safety System
AMN00885,PROP1153,24x7 Power Backup
AMN00886,PROP1153,Intercom
AMN00887,PROP1153,Swimming Pool
AMN00888,PROP1153,Club House
AMN00889,PROP1154,Covered Parking
AMN00890,PROP1154,Children's Play Area
AMN00891,PROP1154,Swimming Pool
AMN00892,PROP1154,Elevator / Lift
AMN00893,PROP1154,Intercom
AMN00894,PROP1154,24x7 Power Backup
AMN00895,PROP1155,EV Charging Point
AMN00896,PROP1155,Children's Play Area
AMN00897,PROP1155,Intercom
AMN00898,PROP1155,Fire Safety System
AMN00899,PROP1156,RO Drinking Water
AMN00900,PROP1156,Daily Housekeeping
AMN00901,PROP1156,Geyser
AMN00902,PROP1156,Microwave
AMN00903,PROP1156,Study Table
AMN00904,PROP1156,CCTV / 24x7 Security
AMN00905,PROP1157,Covered Parking
AMN00906,PROP1157,Children's Play Area
AMN00907,PROP1157,Swimming Pool
AMN00908,PROP1157,Gym / Fitness Center
AMN00909,PROP1158,24x7 Power Backup
AMN00910,PROP1158,Intercom
AMN00911,PROP1158,Swimming Pool
AMN00912,PROP1158,Park / Garden
AMN00913,PROP1158,EV Charging Point
AMN00914,PROP1159,Park / Garden
AMN00915,PROP1159,Covered Parking
AMN00916,PROP1159,Club House
AMN00917,PROP1159,Gym / Fitness Center
AMN00918,PROP1159,Intercom
AMN00919,PROP1160,24x7 Power Backup
AMN00920,PROP1160,EV Charging Point
AMN00921,PROP1160,Covered Parking
AMN00922,PROP1160,Gym / Fitness Center
AMN00923,PROP1160,Park / Garden
AMN00924,PROP1161,Park / Garden
AMN00925,PROP1161,Children's Play Area
AMN00926,PROP1161,Covered Parking
AMN00927,PROP1161,Gym / Fitness Center
AMN00928,PROP1161,Club House
AMN00929,PROP1162,Attached Bathroom
AMN00930,PROP1162,Daily Housekeeping
AMN00931,PROP1162,Microwave
AMN00932,PROP1162,Geyser
AMN00933,PROP1162,Study Table
AMN00934,PROP1162,Air Conditioner
AMN00935,PROP1162,Power Backup
AMN00936,PROP1163,Elevator / Lift
AMN00937,PROP1163,Intercom
AMN00938,PROP1163,Swimming Pool
AMN00939,PROP1163,Covered Parking
AMN00940,PROP1164,Club House
AMN00941,PROP1164,Elevator / Lift
AMN00942,PROP1164,Covered Parking
AMN00943,PROP1164,Park / Garden
AMN00944,PROP1164,EV Charging Point
AMN00945,PROP1164,Gated Security
AMN00946,PROP1164,Swimming Pool
AMN00947,PROP1164,Children's Play Area
AMN00948,PROP1165,Fire Safety System
AMN00949,PROP1165,Elevator / Lift
AMN00950,PROP1165,24x7 Power Backup
AMN00951,PROP1165,Park / Garden
AMN00952,PROP1165,Children's Play Area
AMN00953,PROP1165,Club House
AMN00954,PROP1165,Intercom
AMN00955,PROP1166,Refrigerator
AMN00956,PROP1166,Microwave
AMN00957,PROP1166,Study Table
AMN00958,PROP1166,Attached Bathroom
AMN00959,PROP1166,CCTV / 24x7 Security
AMN00960,PROP1166,RO Drinking Water
AMN00961,PROP1167,Water Storage Tank
AMN00962,PROP1167,Pet Friendly
AMN00963,PROP1167,CCTV Security
AMN00964,PROP1167,24x7 Power Backup
AMN00965,PROP1167,Private Garden
AMN00966,PROP1168,EV Charging Point
AMN00967,PROP1168,Fire Safety System
AMN00968,PROP1168,Intercom
AMN00969,PROP1168,Swimming Pool
AMN00970,PROP1169,Gated Security
AMN00971,PROP1169,Children's Play Area
AMN00972,PROP1169,Elevator / Lift
AMN00973,PROP1169,Fire Safety System
AMN00974,PROP1169,Intercom
AMN00975,PROP1170,Gated Security
AMN00976,PROP1170,Children's Play Area
AMN00977,PROP1170,Club House
AMN00978,PROP1170,EV Charging Point
AMN00979,PROP1170,Gym / Fitness Center
AMN00980,PROP1170,Intercom
AMN00981,PROP1171,Terrace Access
AMN00982,PROP1171,CCTV Security
AMN00983,PROP1171,Private Garden
AMN00984,PROP1172,Study Table
AMN00985,PROP1172,CCTV / 24x7 Security
AMN00986,PROP1172,Power Backup
AMN00987,PROP1172,Attached Bathroom
AMN00988,PROP1173,Attached Bathroom
AMN00989,PROP1173,CCTV / 24x7 Security
AMN00990,PROP1173,Daily Housekeeping
AMN00991,PROP1173,Air Conditioner
AMN00992,PROP1173,Microwave
AMN00993,PROP1173,Study Table
AMN00994,PROP1173,Geyser
AMN00995,PROP1173,RO Drinking Water
AMN00996,PROP1174,Club House
AMN00997,PROP1174,Park / Garden
AMN00998,PROP1174,Fire Safety System
AMN00999,PROP1174,Children's Play Area
AMN01000,PROP1175,RO Drinking Water
AMN01001,PROP1175,Power Backup
AMN01002,PROP1175,Geyser
AMN01003,PROP1175,Study Table
AMN01004,PROP1175,Daily Housekeeping
AMN01005,PROP1175,Microwave
AMN01006,PROP1175,Washing Machine
AMN01007,PROP1175,Air Conditioner
AMN01008,PROP1176,Refrigerator
AMN01009,PROP1176,RO Drinking Water
AMN01010,PROP1176,Air Conditioner
AMN01011,PROP1176,Attached Bathroom
AMN01012,PROP1176,High-Speed WiFi
AMN01013,PROP1176,Washing Machine
AMN01014,PROP1177,Private Garden
AMN01015,PROP1177,Terrace Access
AMN01016,PROP1177,Covered Parking
AMN01017,PROP1177,Solar Water Heater
AMN01018,PROP1177,Pet Friendly
AMN01019,PROP1178,Gym / Fitness Center
AMN01020,PROP1178,Park / Garden
AMN01021,PROP1178,Gated Security
AMN01022,PROP1178,24x7 Power Backup
AMN01023,PROP1178,Fire Safety System
AMN01024,PROP1179,24x7 Power Backup
AMN01025,PROP1179,Intercom
AMN01026,PROP1179,Swimming Pool
AMN01027,PROP1179,Gated Security
AMN01028,PROP1180,Gym / Fitness Center
AMN01029,PROP1180,Children's Play Area
AMN01030,PROP1180,Club House
AMN01031,PROP1180,EV Charging Point
AMN01032,PROP1180,24x7 Power Backup
AMN01033,PROP1180,Covered Parking
AMN01034,PROP1181,High-Speed WiFi
AMN01035,PROP1181,Microwave
AMN01036,PROP1181,Daily Housekeeping
AMN01037,PROP1181,Washing Machine
AMN01038,PROP1181,Geyser
AMN01039,PROP1181,CCTV / 24x7 Security
AMN01040,PROP1181,RO Drinking Water
AMN01041,PROP1181,Air Conditioner
AMN01042,PROP1182,Club House
AMN01043,PROP1182,Swimming Pool
AMN01044,PROP1182,Intercom
AMN01045,PROP1182,24x7 Power Backup
AMN01046,PROP1182,Children's Play Area
AMN01047,PROP1182,EV Charging Point
AMN01048,PROP1182,Covered Parking
AMN01049,PROP1183,Elevator / Lift
AMN01050,PROP1183,Intercom
AMN01051,PROP1183,Club House
AMN01052,PROP1183,Covered Parking
AMN01053,PROP1183,Swimming Pool
AMN01054,PROP1183,Fire Safety System
AMN01055,PROP1183,Park / Garden
AMN01056,PROP1183,EV Charging Point
AMN01057,PROP1184,RO Drinking Water
AMN01058,PROP1184,Power Backup
AMN01059,PROP1184,Washing Machine
AMN01060,PROP1184,Refrigerator
AMN01061,PROP1184,CCTV / 24x7 Security
AMN01062,PROP1184,High-Speed WiFi
AMN01063,PROP1185,Power Backup
AMN01064,PROP1185,Study Table
AMN01065,PROP1185,Air Conditioner
AMN01066,PROP1185,Attached Bathroom
AMN01067,PROP1185,RO Drinking Water
AMN01068,PROP1185,Washing Machine
AMN01069,PROP1185,Refrigerator
AMN01070,PROP1186,24x7 Power Backup
AMN01071,PROP1186,Gated Security
AMN01072,PROP1186,Covered Parking
AMN01073,PROP1186,EV Charging Point
AMN01074,PROP1186,Park / Garden
AMN01075,PROP1186,Swimming Pool
AMN01076,PROP1187,CCTV Security
AMN01077,PROP1187,Pet Friendly
AMN01078,PROP1187,24x7 Power Backup
AMN01079,PROP1187,Solar Water Heater
AMN01080,PROP1187,Covered Parking
AMN01081,PROP1188,CCTV / 24x7 Security
AMN01082,PROP1188,Power Backup
AMN01083,PROP1188,Refrigerator
AMN01084,PROP1188,Geyser
AMN01085,PROP1189,24x7 Power Backup
AMN01086,PROP1189,Gated Security
AMN01087,PROP1189,Fire Safety System
AMN01088,PROP1189,Swimming Pool
AMN01089,PROP1189,EV Charging Point
AMN01090,PROP1189,Club House
AMN01091,PROP1190,Gated Security
AMN01092,PROP1190,Club House
AMN01093,PROP1190,Children's Play Area
AMN01094,PROP1190,Swimming Pool
AMN01095,PROP1191,24x7 Power Backup
AMN01096,PROP1191,Intercom
AMN01097,PROP1191,Fire Safety System
AMN01098,PROP1191,EV Charging Point
AMN01099,PROP1191,Swimming Pool
AMN01100,PROP1192,Solar Water Heater
AMN01101,PROP1192,Water Storage Tank
AMN01102,PROP1192,CCTV Security
AMN01103,PROP1192,Terrace Access
AMN01104,PROP1192,Pet Friendly
AMN01105,PROP1193,RO Drinking Water
AMN01106,PROP1193,Power Backup
AMN01107,PROP1193,Refrigerator
AMN01108,PROP1193,Microwave
AMN01109,PROP1193,Daily Housekeeping
AMN01110,PROP1193,Geyser
AMN01111,PROP1194,Water Storage Tank
AMN01112,PROP1194,CCTV Security
AMN01113,PROP1194,Pet Friendly
AMN01114,PROP1194,Solar Water Heater
AMN01115,PROP1194,24x7 Power Backup
AMN01116,PROP1194,Covered Parking
AMN01117,PROP1195,Solar Water Heater
AMN01118,PROP1195,Terrace Access
AMN01119,PROP1195,24x7 Power Backup
AMN01120,PROP1195,Private Garden
AMN01121,PROP1195,Water Storage Tank
AMN01122,PROP1196,Club House
AMN01123,PROP1196,Park / Garden
AMN01124,PROP1196,Covered Parking
AMN01125,PROP1196,Children's Play Area
AMN01126,PROP1196,24x7 Power Backup
AMN01127,PROP1196,Gym / Fitness Center
AMN01128,PROP1197,Covered Parking
AMN01129,PROP1197,Children's Play Area
AMN01130,PROP1197,Club House
AMN01131,PROP1197,24x7 Power Backup
AMN01132,PROP1198,Park / Garden
AMN01133,PROP1198,Fire Safety System
AMN01134,PROP1198,Intercom
AMN01135,PROP1198,Gated Security
AMN01136,PROP1199,Fire Safety System
AMN01137,PROP1199,Covered Parking
AMN01138,PROP1199,Elevator / Lift
AMN01139,PROP1199,Swimming Pool
AMN01140,PROP1199,Children's Play Area
AMN01141,PROP1199,Club House
AMN01142,PROP1199,Intercom
AMN01143,PROP1199,Gated Security
AMN01144,PROP1200,Geyser
AMN01145,PROP1200,Daily Housekeeping
AMN01146,PROP1200,CCTV / 24x7 Security
AMN01147,PROP1200,Microwave
AMN01148,PROP1201,Covered Parking
AMN01149,PROP1201,Swimming Pool
AMN01150,PROP1201,Elevator / Lift
AMN01151,PROP1201,Park / Garden
AMN01152,PROP1201,Gym / Fitness Center
AMN01153,PROP1202,Gated Security
AMN01154,PROP1202,Fire Safety System
AMN01155,PROP1202,Children's Play Area
AMN01156,PROP1202,Covered Parking
AMN01157,PROP1202,Park / Garden
AMN01158,PROP1202,Intercom
AMN01159,PROP1203,EV Charging Point
AMN01160,PROP1203,Gated Security
AMN01161,PROP1203,Club House
AMN01162,PROP1203,Park / Garden
AMN01163,PROP1203,Gym / Fitness Center
AMN01164,PROP1203,Elevator / Lift
AMN01165,PROP1203,Covered Parking
AMN01166,PROP1203,Intercom
AMN01167,PROP1204,Club House
AMN01168,PROP1204,EV Charging Point
AMN01169,PROP1204,Gated Security
AMN01170,PROP1204,Gym / Fitness Center
AMN01171,PROP1204,24x7 Power Backup
AMN01172,PROP1204,Intercom
AMN01173,PROP1205,Gym / Fitness Center
AMN01174,PROP1205,EV Charging Point
AMN01175,PROP1205,Intercom
AMN01176,PROP1205,24x7 Power Backup
AMN01177,PROP1205,Gated Security
AMN01178,PROP1205,Club House
AMN01179,PROP1206,Club House
AMN01180,PROP1206,Gym / Fitness Center
AMN01181,PROP1206,Swimming Pool
AMN01182,PROP1206,Children's Play Area
AMN01183,PROP1206,Elevator / Lift
AMN01184,PROP1206,24x7 Power Backup
AMN01185,PROP1207,Gym / Fitness Center
AMN01186,PROP1207,24x7 Power Backup
AMN01187,PROP1207,Club House
AMN01188,PROP1207,EV Charging Point
AMN01189,PROP1207,Covered Parking
AMN01190,PROP1208,Gym / Fitness Center
AMN01191,PROP1208,Park / Garden
AMN01192,PROP1208,Gated Security
AMN01193,PROP1208,Fire Safety System
AMN01194,PROP1208,Intercom
AMN01195,PROP1208,24x7 Power Backup
AMN01196,PROP1208,Children's Play Area
AMN01197,PROP1208,Club House
AMN01198,PROP1209,Fire Safety System
AMN01199,PROP1209,Elevator / Lift
AMN01200,PROP1209,Covered Parking
AMN01201,PROP1209,Gated Security
AMN01202,PROP1209,Children's Play Area
AMN01203,PROP1210,Elevator / Lift
AMN01204,PROP1210,Park / Garden
AMN01205,PROP1210,Club House
AMN01206,PROP1210,Fire Safety System
AMN01207,PROP1210,Swimming Pool
AMN01208,PROP1211,Elevator / Lift
AMN01209,PROP1211,Swimming Pool
AMN01210,PROP1211,Children's Play Area
AMN01211,PROP1211,Fire Safety System
AMN01212,PROP1211,Intercom
AMN01213,PROP1211,Gated Security
AMN01214,PROP1212,Intercom
AMN01215,PROP1212,Fire Safety System
AMN01216,PROP1212,Gated Security
AMN01217,PROP1212,Gym / Fitness Center
AMN01218,PROP1212,Swimming Pool
AMN01219,PROP1212,Park / Garden
AMN01220,PROP1212,Club House
AMN01221,PROP1213,High-Speed WiFi
AMN01222,PROP1213,Microwave
AMN01223,PROP1213,Geyser
AMN01224,PROP1213,CCTV / 24x7 Security
AMN01225,PROP1213,Daily Housekeeping
AMN01226,PROP1213,Attached Bathroom
AMN01227,PROP1214,Club House
AMN01228,PROP1214,24x7 Power Backup
AMN01229,PROP1214,Gym / Fitness Center
AMN01230,PROP1214,Fire Safety System
AMN01231,PROP1215,Gym / Fitness Center
AMN01232,PROP1215,Gated Security
AMN01233,PROP1215,24x7 Power Backup
AMN01234,PROP1215,Swimming Pool
AMN01235,PROP1215,Elevator / Lift
AMN01236,PROP1215,Fire Safety System
AMN01237,PROP1215,Covered Parking
AMN01238,PROP1215,Intercom
AMN01239,PROP1216,CCTV / 24x7 Security
AMN01240,PROP1216,RO Drinking Water
AMN01241,PROP1216,Air Conditioner
AMN01242,PROP1216,Daily Housekeeping
AMN01243,PROP1216,Study Table
AMN01244,PROP1216,Attached Bathroom
AMN01245,PROP1216,High-Speed WiFi
AMN01246,PROP1216,Power Backup
AMN01247,PROP1217,Covered Parking
AMN01248,PROP1217,Terrace Access
AMN01249,PROP1217,Private Garden
AMN01250,PROP1217,Water Storage Tank
AMN01251,PROP1217,24x7 Power Backup
AMN01252,PROP1218,Fire Safety System
AMN01253,PROP1218,Elevator / Lift
AMN01254,PROP1218,EV Charging Point
AMN01255,PROP1218,Covered Parking
AMN01256,PROP1218,24x7 Power Backup
AMN01257,PROP1219,Power Backup
AMN01258,PROP1219,Attached Bathroom
AMN01259,PROP1219,Refrigerator
AMN01260,PROP1219,Microwave
AMN01261,PROP1219,Air Conditioner
AMN01262,PROP1220,RO Drinking Water
AMN01263,PROP1220,Washing Machine
AMN01264,PROP1220,Daily Housekeeping
AMN01265,PROP1220,High-Speed WiFi
AMN01266,PROP1220,Study Table
AMN01267,PROP1220,Geyser
AMN01268,PROP1221,Elevator / Lift
AMN01269,PROP1221,24x7 Power Backup
AMN01270,PROP1221,EV Charging Point
AMN01271,PROP1221,Fire Safety System
AMN01272,PROP1221,Covered Parking
AMN01273,PROP1221,Children's Play Area
AMN01274,PROP1221,Club House
AMN01275,PROP1221,Gated Security
AMN01276,PROP1222,Club House
AMN01277,PROP1222,Gated Security
AMN01278,PROP1222,Covered Parking
AMN01279,PROP1222,Children's Play Area
AMN01280,PROP1222,Swimming Pool
AMN01281,PROP1223,EV Charging Point
AMN01282,PROP1223,Fire Safety System
AMN01283,PROP1223,24x7 Power Backup
AMN01284,PROP1223,Intercom
AMN01285,PROP1223,Children's Play Area
AMN01286,PROP1224,Attached Bathroom
AMN01287,PROP1224,Study Table
AMN01288,PROP1224,Microwave
AMN01289,PROP1224,Refrigerator
AMN01290,PROP1224,High-Speed WiFi
AMN01291,PROP1224,RO Drinking Water
AMN01292,PROP1224,Air Conditioner
AMN01293,PROP1224,Geyser
AMN01294,PROP1225,Club House
AMN01295,PROP1225,Covered Parking
AMN01296,PROP1225,Children's Play Area
AMN01297,PROP1225,24x7 Power Backup
AMN01298,PROP1225,Park / Garden
AMN01299,PROP1225,Intercom
AMN01300,PROP1226,Park / Garden
AMN01301,PROP1226,Children's Play Area
AMN01302,PROP1226,Gym / Fitness Center
AMN01303,PROP1226,Covered Parking
AMN01304,PROP1227,EV Charging Point
AMN01305,PROP1227,Gym / Fitness Center
AMN01306,PROP1227,Elevator / Lift
AMN01307,PROP1227,Park / Garden
AMN01308,PROP1227,Fire Safety System
AMN01309,PROP1227,Gated Security
AMN01310,PROP1228,High-Speed WiFi
AMN01311,PROP1228,Washing Machine
AMN01312,PROP1228,RO Drinking Water
AMN01313,PROP1228,Study Table
AMN01314,PROP1228,Refrigerator
AMN01315,PROP1228,Attached Bathroom
AMN01316,PROP1228,Power Backup
AMN01317,PROP1229,Water Storage Tank
AMN01318,PROP1229,Covered Parking
AMN01319,PROP1229,Private Garden
AMN01320,PROP1229,Terrace Access
AMN01321,PROP1229,CCTV Security
AMN01322,PROP1229,Pet Friendly
AMN01323,PROP1230,EV Charging Point
AMN01324,PROP1230,Children's Play Area
AMN01325,PROP1230,Club House
AMN01326,PROP1230,24x7 Power Backup
AMN01327,PROP1231,Gated Security
AMN01328,PROP1231,Elevator / Lift
AMN01329,PROP1231,Fire Safety System
AMN01330,PROP1231,Children's Play Area
AMN01331,PROP1231,Gym / Fitness Center
AMN01332,PROP1231,Swimming Pool
